timestamp,symbol,fundingInterval,fundingRate,fundingRateDaily,timestamp_dt,fundingRate_pct
2025-11-23T20:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,-4.7e-05,-0.00014099999999999998,2025-11-23 20:00:00+00:00,-0.004699999999999999
2025-11-23T12:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,-7.2e-05,-0.000216,2025-11-23 12:00:00+00:00,-0.0072
2025-11-23T04:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,-7e-05,-0.00020999999999999998,2025-11-23 04:00:00+00:00,-0.006999999999999999
2025-11-22T20:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,6.1e-05,0.000183,2025-11-22 20:00:00+00:00,0.0060999999999999995
2025-11-22T12:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,-5.3e-05,-0.00015900000000000002,2025-11-22 12:00:00+00:00,-0.0053
2025-11-22T04:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,9.6e-05,0.000288,2025-11-22 04:00:00+00:00,0.009600000000000001
2025-11-21T20:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-21 20:00:00+00:00,0.01
2025-11-21T12:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-21 12:00:00+00:00,0.01
2025-11-21T04:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-21 04:00:00+00:00,0.01
2025-11-20T20:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-20 20:00:00+00:00,0.01
2025-11-20T12:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-20 12:00:00+00:00,0.01
2025-11-20T04:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-20 04:00:00+00:00,0.01
2025-11-19T20:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,-3.6e-05,-0.000108,2025-11-19 20:00:00+00:00,-0.0036
2025-11-19T12:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,5.1e-05,0.000153,2025-11-19 12:00:00+00:00,0.0051
2025-11-19T04:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-19 04:00:00+00:00,0.01
2025-11-18T20:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-18 20:00:00+00:00,0.01
2025-11-18T12:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-18 12:00:00+00:00,0.01
2025-11-18T04:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-18 04:00:00+00:00,0.01
2025-11-17T20:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-17 20:00:00+00:00,0.01
2025-11-17T12:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-17 12:00:00+00:00,0.01
2025-11-17T04:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-17 04:00:00+00:00,0.01
2025-11-16T20:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,8.5e-05,0.000255,2025-11-16 20:00:00+00:00,0.0085
2025-11-16T12:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,6.1e-05,0.000183,2025-11-16 12:00:00+00:00,0.0060999999999999995
2025-11-16T04:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,7e-06,2.1e-05,2025-11-16 04:00:00+00:00,0.0007
2025-11-15T20:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-15 20:00:00+00:00,0.01
2025-11-15T12:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-15 12:00:00+00:00,0.01
2025-11-15T04:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-15 04:00:00+00:00,0.01
2025-11-14T20:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-14 20:00:00+00:00,0.01
2025-11-14T12:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-14 12:00:00+00:00,0.01
2025-11-14T04:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-14 04:00:00+00:00,0.01
2025-11-13T20:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,7.5e-05,0.000225,2025-11-13 20:00:00+00:00,0.0075
2025-11-13T12:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,3.6e-05,0.000108,2025-11-13 12:00:00+00:00,0.0036
2025-11-13T04:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-13 04:00:00+00:00,0.01
2025-11-12T20:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-12 20:00:00+00:00,0.01
2025-11-12T12:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-12 12:00:00+00:00,0.01
2025-11-12T04:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-12 04:00:00+00:00,0.01
2025-11-11T20:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-11 20:00:00+00:00,0.01
2025-11-11T12:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-11 12:00:00+00:00,0.01
2025-11-11T04:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-11 04:00:00+00:00,0.01
2025-11-10T20:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,3.1e-05,9.300000000000001e-05,2025-11-10 20:00:00+00:00,0.0031000000000000003
2025-11-10T12:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,7.7e-05,0.000231,2025-11-10 12:00:00+00:00,0.0077
2025-11-10T04:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-10 04:00:00+00:00,0.01
2025-11-09T20:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,9e-05,0.00027,2025-11-09 20:00:00+00:00,0.009000000000000001
2025-11-09T12:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,3.8e-05,0.000114,2025-11-09 12:00:00+00:00,0.0038000000000000004
2025-11-09T04:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-09 04:00:00+00:00,0.01
2025-11-08T20:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,7e-05,0.00020999999999999998,2025-11-08 20:00:00+00:00,0.006999999999999999
2025-11-08T12:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-08 12:00:00+00:00,0.01
2025-11-08T04:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-08 04:00:00+00:00,0.01
2025-11-07T20:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-07 20:00:00+00:00,0.01
2025-11-07T12:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-07 12:00:00+00:00,0.01
2025-11-07T04:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-07 04:00:00+00:00,0.01
2025-11-06T20:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-06 20:00:00+00:00,0.01
2025-11-06T12:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,2.1e-05,6.3e-05,2025-11-06 12:00:00+00:00,0.0021
2025-11-06T04:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,2e-06,6e-06,2025-11-06 04:00:00+00:00,0.00019999999999999998
2025-11-05T20:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-05 20:00:00+00:00,0.01
2025-11-05T12:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-05 12:00:00+00:00,0.01
2025-11-05T04:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-05 04:00:00+00:00,0.01
2025-11-04T20:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-04 20:00:00+00:00,0.01
2025-11-04T12:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,8.6e-05,0.000258,2025-11-04 12:00:00+00:00,0.0086
2025-11-04T04:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-04 04:00:00+00:00,0.01
2025-11-03T20:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-03 20:00:00+00:00,0.01
2025-11-03T12:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-03 12:00:00+00:00,0.01
2025-11-03T04:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-03 04:00:00+00:00,0.01
2025-11-02T20:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-02 20:00:00+00:00,0.01
2025-11-02T12:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-02 12:00:00+00:00,0.01
2025-11-02T04:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-02 04:00:00+00:00,0.01
2025-11-01T20:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-01 20:00:00+00:00,0.01
2025-11-01T12:00:00.000Z,XBTUSD,2000-01-01T08:00:00.000Z,0.0001,0.00030000000000000003,2025-11-01 12:00:00+00:00,0.01
